"id","dur","proto","service","state","spkts","dpkts","sbytes","dbytes","rate","sttl","dttl","sload","dload","sloss","dloss","sinpkt","dinpkt","sjit","djit","swin","stcpb","dtcpb","dwin","tcprtt","synack","ackdat","smean","dmean","trans_depth","response_body_len","ct_srv_src","ct_state_ttl","ct_dst_ltm","ct_src_dport_ltm","ct_dst_sport_ltm","ct_dst_src_ltm","is_ftp_login","ct_ftp_cmd","ct_flw_http_mthd","ct_src_ltm","ct_srv_dst","is_sm_ips_ports","attack_cat","label"
"269","1.244202","ospf","-","INT","28","0","3024","0","21.700656","254","0","18749.36719","0","0","0","46.081555","0","57.727293","0","0","0","0","0","0","0","0","108","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"270","1.244202","ospf","-","INT","28","0","3024","0","21.700656","254","0","18749.36719","0","0","0","46.081555","0","57.727293","0","0","0","0","0","0","0","0","108","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"271","1.244202","ospf","-","INT","28","0","3024","0","21.700656","254","0","18749.36719","0","0","0","46.081555","0","57.727293","0","0","0","0","0","0","0","0","108","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"272","0.289402","tcp","http","FIN","10","8","1134","1074","58.741818","254","252","28223.71484","25984.61523","2","2","32.155778","37.544145","1739.388491","71.479023","255","3606458423","514971185","255","0.076918","0.025907","0.051011","113","134","1","98","2","1","1","1","1","2","0","0","1","1","2","0","Exploits","1"
"273","0.667368","tcp","-","FIN","10","8","564","354","25.473202","254","252","6089.59375","3716.09082","2","1","74.152","93.739141","5450.195183","136.591312","255","2781332383","4013544591","255","0.016439","0.010495","0.005944","56","44","0","0","1","1","1","1","1","1","0","0","0","3","1","0","Reconnaissance","1"
"274","0.209133","tcp","http","FIN","10","6","508","268","71.724692","254","252","17519.95117","8568.709961","2","1","21.766333","32.622801","1139.187144","51.108875","255","3869127034","1987960674","255","0.066589","0.046011","0.020578","51","45","1","0","12","1","2","2","1","12","0","0","1","2","12","0","Fuzzers","1"
"275","0.197552","tcp","http","FIN","10","6","758","268","75.929377","254","252","27658.54102","9071.029297","2","1","20.485667","33.139398","1041.396323","50.775418","255","948977096","112926856","255","0.060979","0.031846","0.029133","76","45","1","0","12","1","4","4","1","12","0","0","1","5","12","0","Fuzzers","1"
"276","0.000008","udp","-","INT","2","0","168","0","125000.0003","254","0","84000000","0","0","0","0.008","0","0","0","0","0","0","0","0","0","0","84","0","0","0","4","2","1","1","1","1","0","0","0","1","1","0","Reconnaissance","1"
"277","0.483004","tcp","http","FIN","10","8","566","354","35.196396","254","252","8447.134766","5134.533203","2","1","53.667111","58.820855","3414.740225","110.386664","255","2964286253","3984427726","255","0.117386","0.057477","0.059909","57","44","1","0","10","1","3","2","1","10","0","0","1","3","9","0","Fuzzers","1"
"278","0.523646","tcp","-","FIN","10","6","674","268","28.645306","254","252","9273.44043","3422.15918","2","1","56.548667","91.055602","3256.640996","156.682875","255","2589843549","889491255","255","0.087022","0.06836","0.018662","67","45","0","0","7","1","1","1","1","7","0","0","0","1","7","0","Fuzzers","1"
"279","2.032866","tcp","ftp","FIN","22","22","1186","1602","21.152403","62","252","4458.729492","6021.056152","7","9","96.803144","94.474999","4838.362529","5599.901392","255","3182323027","3647175709","255","0.087444","0.047985","0.039459","54","73","0","0","1","1","3","1","1","2","1","1","0","2","1","0","Exploits","1"
"280","0.727527","tcp","ftp-data","FIN","8","8","364","1628","20.617791","62","252","3507.773438","15669.52148","1","2","103.784429","94.951859","6926.842878","177.307719","255","1613063914","4226155936","255","0.106917","0.062859","0.044058","46","204","0","0","1","1","3","1","1","2","0","0","0","2","1","0","Exploits","1"
"281","0.000009","udp","-","INT","2","0","168","0","111111.1072","254","0","74666664","0","0","0","0.009","0","0","0","0","0","0","0","0","0","0","84","0","0","0","5","2","1","1","1","1","0","0","0","2","1","0","Reconnaissance","1"
"282","0.681871","tcp","-","FIN","20","8","17266","354","39.596933","254","252","192446.9531","3637.051514","7","1","33.942421","88.76143","2745.442647","108.610156","255","894453596","631719121","255","0.179623","0.060533","0.11909","863","44","0","0","7","1","2","2","1","6","0","0","0","2","6","0","Fuzzers","1"
"283","0.566928","tcp","-","FIN","10","6","490","268","26.458385","254","252","6223.012207","3160.89502","2","1","61.171222","91.168203","3197.205408","141.913062","255","2164953844","3754353766","255","0.187663","0.111084","0.076579","49","45","0","0","7","1","1","1","1","6","0","0","0","1","6","0","Fuzzers","1"
"284","0.833854","tcp","-","FIN","10","8","738","354","20.387262","254","252","6380.013672","2974.141602","2","1","88.893111","107.523","4899.931215","219.430766","255","2847876758","3176499143","255","0.201948","0.081185","0.120763","74","44","0","0","3","1","2","2","1","3","0","0","0","2","3","0","Fuzzers","1"
"285","0.766293","tcp","-","FIN","10","6","1506","268","19.574758","254","252","14156.46484","2338.531006","2","1","77.807333","141.455203","4551.385383","223.827219","255","21155452","2121765072","255","0.097646","0.059008","0.038638","151","45","0","0","3","1","1","1","1","3","0","0","0","2","3","0","Fuzzers","1"
"286","0.583476","tcp","-","FIN","10","6","1098","268","25.707998","254","252","13560.11231","3071.248779","2","1","60.923778","101.297398","3075.446986","138.131156","255","422840241","2269944729","255","0.11848","0.076982","0.041498","110","45","0","0","1","1","2","1","1","1","0","0","0","2","4","0","Exploits","1"
"287","0.625871","tcp","-","FIN","12","6","3984","268","27.162147","254","252","46680.54688","2863.209717","3","1","51.98709","112.379","0","174.931125","255","887016526","3679540910","255","0.17778","0.063971","0.113809","332","45","0","0","4","1","1","1","1","1","0","0","0","2","1","0","Exploits","1"
"288","1.173262","tcp","-","FIN","16","12","2080","1746","23.012763","254","252","13296.2627","10916.57324","5","4","78.21747","100.93018","3940.719692","122.909242","255","2090124388","4091386222","255","0.176776","0.06238","0.114396","130","146","0","0","1","1","1","1","1","1","0","0","0","1","1","0","DoS","1"
"289","0.451172","tcp","-","FIN","10","6","490","268","33.246744","254","252","7819.634277","3971.877686","2","1","50.120556","72.898602","2478.602593","111.996453","255","1226743990","1458274772","255","0.141762","0.086672","0.05509","49","45","0","0","3","1","2","2","1","3","0","0","0","2","3","0","Fuzzers","1"
"290","0.877186","tcp","-","FIN","10","8","564","354","19.380154","254","252","4632.99707","2827.222412","2","1","92.579444","116.24357","6044.314746","161.644531","255","4075039038","2745617955","255","0.112582","0.063473","0.049109","56","44","0","0","1","1","1","1","1","1","0","0","0","1","2","0","Reconnaissance","1"
"291","0.694908","tcp","-","FIN","10","8","546","354","24.463669","254","252","5664.059082","3568.817627","2","1","74.593667","91.030711","5456.467953","129.041281","255","149432727","1119728438","255","0.109665","0.057685","0.05198","55","44","0","0","9","1","1","1","1","6","0","0","0","2","6","0","Fuzzers","1"
"292","0.534477","tcp","-","FIN","10","8","546","354","31.806795","254","252","7364.208496","4640.049805","2","1","57.001667","69.694859","3730.599306","113.067641","255","2006752785","3408677428","255","0.106518","0.046605","0.059913","55","44","0","0","7","1","1","1","1","7","0","0","0","1","7","0","Fuzzers","1"
"293","0.322297","tcp","-","FIN","10","6","546","268","46.540922","254","252","12212.33789","5560.088867","2","1","32.686444","56.491199","1747.044154","85.463906","255","949471373","3519959151","255","0.090418","0.039832","0.050586","55","45","0","0","7","1","2","2","1","7","0","0","0","2","7","0","Fuzzers","1"
"294","0.688948","tcp","http","FIN","10","10","908","2000","27.57828","62","252","9498.540039","20901.43359","2","2","76.549778","69.235109","5070.32997","112.85018","255","3020503365","2118146627","255","0.129972","0.047353","0.082619","91","200","1","476","1","1","1","1","1","1","0","0","1","3","1","0","Exploits","1"
"295","0.537852","tcp","-","FIN","10","8","484","354","31.607209","254","252","6485.055664","4610.934082","2","1","58.292333","67.185289","3929.782635","107.443609","255","3586533202","861927512","255","0.121835","0.067548","0.054287","48","44","0","0","5","1","2","2","1","5","0","0","0","2","4","0","Fuzzers","1"
"296","0.772218","tcp","http","FIN","10","10","808","1238","24.604451","62","252","7541.911621","11551.14258","2","2","85.802","77.458664","6125.042357","162.067969","255","2063912232","2334441775","255","0.107828","0.051706","0.056122","81","124","1","160","2","1","1","1","1","2","0","0","1","1","3","0","Exploits","1"
"297","0.432617","tcp","http","FIN","10","8","968","354","39.295727","254","252","16125.11719","5732.553223","2","1","45.916333","54.563145","3158.114218","106.542766","255","1551550120","779429310","255","0.10114","0.050666","0.050474","97","44","1","0","1","1","1","1","1","1","0","0","1","1","1","0","Exploits","1"
"298","0.249214","tcp","http","FIN","10","8","848","986","68.214468","62","252","24525.10742","27703.09961","2","2","27.690444","32.990285","1463.810856","57.058832","255","2108875204","4167817686","255","0.061495","0.009477","0.052018","85","123","1","73","2","1","2","2","1","2","0","0","1","2","2","0","Exploits","1"
"299","0.647249","tcp","-","FIN","10","8","564","354","26.265008","254","252","6278.881836","3831.601318","2","1","70.543222","91.185859","5494.051724","139.402437","255","894345948","3828643797","255","0.057112","0.008939","0.048173","56","44","0","0","1","1","1","1","1","1","0","0","0","1","1","0","Reconnaissance","1"
"300","0.190223","tcp","http","FIN","10","6","902","268","78.85482","254","252","34149.39453","9420.522461","2","1","19.493111","36.374199","1035.969762","61.652242","255","1216905574","2430237932","255","0.0542","0.008343","0.045857","90","45","1","0","1","1","1","1","1","1","0","0","1","1","1","0","Reconnaissance","1"
"301","0.894891","tcp","smtp","FIN","20","20","3178","1784","43.580725","62","252","26997.70117","15152.68262","7","8","47.099528","46.271","2223.784116","51.086562","255","2200114777","3402592518","255","0.062427","0.01498","0.047447","159","89","0","0","1","1","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"302","0.998863","tcp","pop3","FIN","20","24","948","9872","43.048947","62","252","7216.205078","75774.15625","7","10","52.571738","41.46165","2778.532203","2506.784107","255","43493637","2610778474","255","0.115983","0.044489","0.071494","47","411","0","0","1","1","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"303","0.282722","tcp","http","FIN","10","8","844","1094","60.12974","62","252","21505.22461","27107.90234","2","2","31.413556","36.054","1568.944812","59.033086","255","2348252448","2152782635","255","0.052429","0.007554","0.044875","84","137","1","127","2","1","2","2","1","2","0","0","1","2","2","0","Exploits","1"
"304","9.95755","tcp","pop3","FIN","246","1554","10662","2055289","180.66693","62","252","8531.416016","1650178.625","7","775","40.64306","6.410746","2217.616259","868.071675","255","2055688489","4288220471","255","0.059617","0.013861","0.045756","43","1323","0","0","1","1","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"305","1.232252","tcp","pop3","FIN","20","20","950","2266","31.64937","62","252","5862.437012","13977.66016","7","8","64.855367","61.430262","3167.501337","71.707625","255","1661865435","99458549","255","0.104512","0.041314","0.063198","48","113","0","0","2","1","1","2","1","1","0","0","0","2","1","0","Exploits","1"
"306","0.305854","tcp","http","FIN","10","6","1582","268","49.043009","254","252","37246.53125","5859.004883","2","1","29.005111","51.277","1425.977439","66.626336","255","1343525938","3038257943","255","0.072706","0.049463","0.023243","158","45","1","0","1","1","1","1","1","2","0","0","1","1","1","0","Exploits","1"
"307","0.845421","tcp","ftp","FIN","16","8","9684","406","27.20538","254","252","85912.22656","3368.73584","5","2","56.361397","113.16643","4507.121099","178.680672","255","2517203169","2462565848","255","0.100456","0.036372","0.064084","605","51","0","0","1","1","1","1","1","2","0","0","0","1","1","0","Exploits","1"
"308","0.379788","tcp","-","FIN","10","6","1294","268","39.495717","254","252","24540.00586","4718.421875","2","1","40.469444","65.511801","2035.385625","95.774516","255","446281895","1861106145","255","0.100401","0.052219","0.048182","129","45","0","0","5","1","1","1","1","5","0","0","0","1","5","0","Fuzzers","1"
"309","0.588943","tcp","-","FIN","10","6","2062","268","25.469358","254","252","25211.26758","3042.739258","2","1","61.491","101.815","3474.005637","157.922266","255","972193884","4248364235","255","0.170423","0.079865","0.090558","206","45","0","0","5","1","2","2","1","5","0","0","0","2","5","0","Fuzzers","1"
"310","0.596682","tcp","-","FIN","12","6","3678","268","28.490887","254","252","45210.01172","3003.274658","3","1","51.066272","94.171398","2996.441585","146.834391","255","1230144701","2135677117","255","0.233481","0.125815","0.107666","307","45","0","0","5","1","2","2","1","5","0","0","0","2","5","0","Fuzzers","1"
"311","0.725222","tcp","-","FIN","10","8","550","354","23.441098","254","252","5460.396973","3419.642578","2","1","76.432111","92.596","4164.024141","171.151797","255","756458129","1149536180","255","0.181819","0.077047","0.104772","55","44","0","0","3","1","1","1","1","3","0","0","0","2","3","0","Fuzzers","1"
"312","0.00001","udp","-","INT","2","0","168","0","100000.0025","254","0","67200000","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0","84","0","0","0","5","2","1","1","1","1","0","0","0","2","1","0","Reconnaissance","1"
"313","0.740256","tcp","http","FIN","10","6","774","268","20.26326","254","252","7532.529297","2420.78418","2","1","82.119889","131.486797","4343.607744","203.247094","255","1847217899","1343658594","255","0.154707","0.082811","0.071896","77","45","1","0","1","1","1","1","1","1","0","0","1","2","1","0","Reconnaissance","1"
"314","1.189909","tcp","-","FIN","10","8","718","354","14.286807","254","252","4349.912598","2084.193115","2","1","124.082889","156.742578","7045.530993","252.233594","255","1875092270","2979850829","255","0.194236","0.092702","0.101534","72","44","0","0","3","1","1","1","1","3","0","0","0","1","5","0","Fuzzers","1"
"315","0.810054","tcp","-","FIN","10","8","1716","354","20.986255","254","252","15258.24219","3061.52417","2","1","87.289222","98.376141","5420.143092","150.344531","255","3031716204","2219296948","255","0.235306","0.121418","0.113888","172","44","0","0","6","1","1","1","1","5","0","0","0","1","5","0","Fuzzers","1"
"316","0.860513","tcp","-","FIN","12","6","3678","268","19.755658","254","252","31348.74219","2082.47876","3","1","76.312729","151.394797","4647.415399","246.086297","255","3552807124","195896751","255","0.161295","0.103532","0.057763","307","45","0","0","4","1","1","1","1","3","0","0","0","1","3","0","Fuzzers","1"
"317","1.1899","tcp","http","FIN","12","10","1326","3294","17.648541","62","252","8175.476562","19934.44727","3","3","108.172726","123.631664","5431.634445","188.441078","255","2360436159","2374207485","255","0.176547","0.076228","0.100319","111","329","1","784","2","1","2","1","1","4","0","0","1","2","2","0","Exploits","1"
"318","0.721047","tcp","-","FIN","10","6","2484","268","20.803083","254","252","24808.36914","2485.274902","2","1","80.116333","93.374398","3876.50671","149.212516","255","3941728817","809922470","255","0.242878","0.181181","0.061697","248","45","0","0","6","1","1","1","1","5","0","0","0","1","5","0","Fuzzers","1"
"319","0.801919","tcp","-","FIN","14","8","6830","354","26.187184","254","252","63278.21094","3092.581787","4","1","61.686078","96.998","3905.252043","199.857828","255","36109589","1085354634","255","0.205898","0.122277","0.083621","488","44","0","0","4","1","1","1","1","3","0","0","0","1","3","0","Fuzzers","1"
"320","0.407476","tcp","http","FIN","10","6","780","268","36.811983","254","252","13782.40625","4397.805176","2","1","45.184444","71.706602","2284.19162","108.168641","255","2232729964","2184754395","255","0.11405","0.048911","0.065139","78","45","1","0","1","1","1","1","1","1","0","0","1","1","1","0","Reconnaissance","1"
"321","0.456038","tcp","-","FIN","10","6","550","268","32.891996","254","252","8683.487305","3929.49707","2","1","56.897251","66.885797","2774.308748","102.10993","255","4266331438","1499648008","255","0.162386","0.1216","0.040786","55","45","0","0","6","1","1","1","1","6","0","0","0","1","7","0","Fuzzers","1"
"322","0.69726","tcp","-","FIN","10","6","1294","268","21.512778","254","252","13366.60645","2570.059814","2","1","71.402444","123.216797","3967.154229","185.008125","255","828937626","197746881","255","0.162913","0.081167","0.081746","129","45","0","0","5","1","1","1","1","5","0","0","0","2","5","0","Fuzzers","1"
"323","1.155184","tcp","-","FIN","10","8","564","354","14.71627","254","252","3518.054199","2146.843994","2","1","123.749556","153.528422","8865.517908","220.230312","255","4134405368","3771382557","255","0.151956","0.080481","0.071475","56","44","0","0","1","1","1","1","1","1","0","0","0","1","1","0","Reconnaissance","1"
"324","0.823709","tcp","http","FIN","12","28","914","29346","47.346817","62","252","8138.796387","274834.9063","2","11","74.882636","28.308852","5161.273419","3164.931511","255","3770212799","282351333","255","0.141144","0.058747","0.082397","76","1048","1","13825","2","1","1","1","1","1","0","0","1","1","1","0","Exploits","1"
"325","1.094653","tcp","http","FIN","10","10","824","2216","17.357098","62","252","5422.723145","14579.96289","2","2","121.538111","107.763336","7551.945352","157.835484","255","4131395848","1054912688","255","0.246033","0.124782","0.121251","82","222","1","640","1","1","1","1","1","1","0","0","1","1","1","0","Exploits","1"
"326","0.860687","tcp","-","FIN","12","8","992","716","22.075388","254","252","8458.359375","5827.902344","3","2","74.362366","107.949859","3747.29076","144.87725","255","2449718802","2488416045","255","0.201758","0.105034","0.096724","83","90","0","0","7","1","2","2","2","3","0","0","0","4","3","0","Fuzzers","1"
"327","44.22596","tcp","-","FIN","34","22","18872","1718","1.243613","254","252","3313.348145","296.658356","31","4","1337.902395","2102.1795","218117.9203","8414.999","255","2841999187","846254788","255","0.165615","0.080174","0.085441","555","78","0","0","6","1","3","3","3","4","0","0","0","4","4","0","Fuzzers","1"
"328","1.004763","tcp","-","FIN","12","8","1092","766","18.909932","254","252","7970.038574","5342.553223","3","2","87.983997","124.173","4557.447557","167.271187","255","3779247937","2309105915","255","0.267796","0.135546","0.13225","91","96","0","0","3","1","1","1","1","1","0","0","0","1","1","0","Fuzzers","1"
"329","1.393967","tcp","-","FIN","12","10","1164","842","15.064919","254","252","6123.530762","4350.174805","3","2","123.169369","140.056437","7697.372542","187.665875","255","3034287580","3535196697","255","0.267957","0.13345","0.134507","97","84","0","0","3","1","2","2","2","3","0","0","0","3","3","0","Fuzzers","1"
"330","1.31628","tcp","http","FIN","12","10","1314","1774","15.954052","62","252","7323.669922","9706.141602","3","2","119.661824","135.519672","7326.926789","199.297734","255","737230307","602155309","255","0.171971","0.095961","0.07601","110","177","1","440","1","1","2","1","1","1","0","0","1","3","1","0","Exploits","1"
"331","1.392847","tcp","-","FIN","12","10","1084","820","15.077033","254","252","5709.169922","4238.800293","3","2","126.622452","145.992562","7018.066572","264.986469","255","400202663","216341289","255","0.122739","0.078245","0.044494","90","82","0","0","5","1","2","2","2","3","0","0","0","2","3","0","Fuzzers","1"
"332","2.838932","tcp","pop3","FIN","26","64","1222","63172","31.349817","62","252","3311.104248","175234.9063","7","30","113.551523","43.740096","6166.70459","3738.317491","255","724680820","4013307900","255","0.151464","0.083303","0.068161","47","987","0","0","1","1","2","1","1","2","0","0","0","2","1","0","Exploits","1"
"333","5.293481","tcp","smtp","FIN","224","52","286548","3166","51.950693","62","252","431125","4694.075684","109","8","23.733184","102.449","2708.043724","134.368906","255","2243124043","3666733090","255","0.142381","0.068572","0.073809","1279","61","0","0","1","1","3","1","1","1","0","0","0","1","1","0","Exploits","1"
"334","0.837254","tcp","-","FIN","12","8","1080","734","22.693233","254","252","9459.495117","6143.894531","3","2","72.310179","106.161711","3835.211371","137.257","255","3274791","2351542782","255","0.19769","0.094113","0.103577","90","92","0","0","3","1","1","1","1","3","0","0","0","2","3","0","Fuzzers","1"
"335","1.46353","tcp","-","FIN","12","10","1232","830","14.348869","254","252","6176.84668","4083.27832","3","2","128.066182","152.660672","6890.648901","267.240969","255","2203081810","2099132753","255","0.224843","0.089581","0.135262","103","83","0","0","4","1","1","1","1","2","0","0","0","1","2","0","Fuzzers","1"
"336","1.843741","tcp","http","FIN","10","12","836","5624","11.389886","62","252","3267.27002","22371.9043","2","3","204.796","157.358727","13740.89271","9563.599221","255","1748565987","1068373560","255","0.209077","0.112794","0.096283","84","469","1","2306","1","1","2","1","1","1","0","0","1","1","1","0","Exploits","1"
"337","1.438237","tcp","http","FIN","10","10","958","2726","13.210619","62","252","4800.321777","13650.0459","2","2","159.804111","152.291438","10857.72385","205.263688","255","750893150","797708189","255","0.141729","0.066968","0.074761","96","273","1","895","2","1","1","1","1","1","0","0","1","1","1","0","DoS","1"
"338","1.263457","tcp","-","FIN","12","8","1174","730","15.038106","254","252","6819.385742","4046.042236","3","2","114.859729","149.085281","5731.01286","209.951109","255","1436448839","3533739176","255","0.301089","0.219112","0.081977","98","91","0","0","3","1","1","1","1","2","0","0","0","1","2","0","Fuzzers","1"
"339","1.465404","tcp","http","FIN","10","10","800","1018","12.965707","62","252","3930.656494","5006.12793","2","2","162.822667","151.279328","10706.08605","215.94","255","3499888983","2363001486","255","0.252379","0.103293","0.149086","80","102","1","55","2","1","2","1","1","1","0","0","1","1","1","0","DoS","1"
"340","1.722713","tcp","-","FIN","12","10","988","808","12.190075","254","252","4207.317383","3380.714111","3","2","154.066543","175.827219","9183.650236","290.622781","255","722842760","3470717237","255","0.33589","0.140259","0.195631","82","81","0","0","4","1","2","1","1","2","0","0","0","2","2","0","Fuzzers","1"
"341","2.337648","tcp","-","FIN","12","10","1228","796","8.983389","254","252","3853.446045","2453.748535","3","2","207.609821","238.599562","11629.9491","380.660312","255","2318234351","1174177262","255","0.391476","0.190251","0.201225","102","80","0","0","4","1","1","1","1","2","0","0","0","1","2","0","Fuzzers","1"
"342","3.429712","tcp","smtp","FIN","38","22","30764","1764","17.20261","62","252","69871.75781","3928.026611","16","8","92.694916","159.329766","6891.450006","227.798391","255","3004181543","1012253097","255","0.161565","0.082785","0.07878","810","80","0","0","1","1","1","1","1","1","0","0","0","2","1","0","Exploits","1"
"343","2.360055","tcp","smtp","FIN","38","22","28162","1772","24.999418","62","252","92950.375","5735.459473","16","8","63.757489","108.620812","4592.780224","151.330719","255","3980532899","1823431203","255","0.167226","0.079015","0.088211","741","81","0","0","1","1","1","1","1","1","0","0","0","2","1","0","Exploits","1"
"344","0.844596","tcp","-","FIN","12","8","1014","740","22.495962","254","252","8808.945312","6137.845703","2","2","6100.475164","9150.803","660910.5554","23919.006","255","3034287901","3535196902","255","0.267957","0.13345","0.134507","85","93","0","0","3","1","1","1","1","2","0","0","0","1","2","0","Fuzzers","1"
"345","1.102556","tcp","-","FIN","12","10","1110","820","19.046652","254","252","7386.473145","5354.830078","3","2","100.052453","111.128336","5566.991932","171.932078","255","1856071748","3678882201","255","0.192385","0.102393","0.089992","93","82","0","0","2","1","1","1","1","2","0","0","0","2","2","0","Fuzzers","1"
"346","1.141352","tcp","-","FIN","12","10","1018","840","18.399231","254","252","6546.621582","5298.978516","3","2","103.746276","116.553891","5690.86455","185.638297","255","457431626","2457741076","255","0.165505","0.092365","0.07314","85","84","0","0","5","1","1","2","1","3","0","0","0","2","4","0","Fuzzers","1"
"347","1.067207","tcp","-","FIN","12","8","1110","776","17.803482","254","252","7631.134277","5089.921875","3","2","92.204997","139.040281","5077.536987","189.426984","255","3624865411","822692250","255","0.147658","0.093918","0.05374","93","97","0","0","5","1","1","1","1","4","0","0","0","1","4","0","Fuzzers","1"
"348","2.716886","tcp","-","FIN","12","8","1042","696","6.9933","254","252","2814.987305","1793.22937","4","2","4686.442656","7032.1855","489690.6958","17622.054","255","2841999482","1672501128","255","0.165615","0.080174","0.085441","87","87","0","0","7","1","3","3","3","4","0","0","0","3","4","0","Fuzzers","1"
"349","1.943965","tcp","-","FIN","36","14","34710","1022","25.206216","254","252","138874.9375","3905.420166","15","2","55.516002","138.252531","5642.882192","207.381875","255","113624301","3369636578","255","0.298134","0.146677","0.151457","964","73","0","0","2","1","1","1","1","1","0","0","0","2","1","0","Fuzzers","1"
"350","1.834468","tcp","http","FIN","10","12","818","4788","11.44746","62","252","3214.010742","19140.1543","2","3","203.733889","159.341187","13943.57699","10330.40749","255","2089509210","3077976052","255","0.160041","0.081714","0.078327","82","399","1","1898","1","1","1","1","1","1","0","0","1","3","1","0","Exploits","1"
"351","1.468132","tcp","http","FIN","10","10","830","1856","12.941615","62","252","4070.478516","9105.448242","2","2","163.125778","141.494328","8862.170967","311.424656","255","4114486629","3148076717","255","0.308934","0.193964","0.11497","83","186","1","464","1","1","1","1","1","1","0","0","1","1","1","0","Exploits","1"
"352","1.616972","tcp","-","FIN","14","10","1196","820","14.224118","254","252","5496.693848","3651.269287","3","2","122.324774","164.123109","8771.613987","209.267781","255","2775057652","2701779795","255","0.19598","0.139863","0.056117","85","82","0","0","3","1","1","1","1","3","0","0","0","2","3","0","Fuzzers","1"
"353","1.916194","tcp","-","FIN","12","10","3030","844","10.959225","254","252","11597.99121","3172.956543","3","2","174.199455","196.236781","9364.609304","314.430656","255","567835189","3450490034","255","0.234494","0.149328","0.085166","253","84","0","0","3","1","2","2","2","2","0","0","0","3","2","0","Fuzzers","1"
"354","2.119298","tcp","ftp","FIN","14","12","698","682","11.796359","254","252","2449.86792","2363.046631","4","4","156.232851","182.349547","8393.567996","211.306219","255","4062009954","797984780","255","0.179848","0.113446","0.066402","50","57","0","0","1","1","1","1","1","1","0","0","0","1","1","0","Fuzzers","1"
"355","2.22194","tcp","ftp","FIN","14","12","700","682","11.251429","254","252","2340.297119","2253.88623","4","4","161.935764","190.023906","8703.944426","227.843938","255","4281885798","119897012","255","0.269414","0.131676","0.137738","50","57","0","0","2","1","1","1","1","2","0","0","0","1","2","0","Fuzzers","1"
"356","2.420967","tcp","-","FIN","12","10","1106","814","8.674219","254","252","3350.727051","2422.172607","3","2","213.338634","259.707781","13423.93219","359.838312","255","3987021198","1271729594","255","0.146048","0.083595","0.062453","92","81","0","0","2","1","1","1","1","2","0","0","0","1","2","0","Fuzzers","1"
"357","2.663656","tcp","ftp","FIN","14","12","698","682","9.385596","254","252","1949.200684","1880.122681","4","4","201.579082","237.960453","13269.15922","357.423844","255","3423091652","1264921832","255","0.107339","0.046083","0.061256","50","57","0","0","2","1","1","1","1","2","0","0","0","1","2","0","Fuzzers","1"
"358","1.905333","tcp","http","FIN","10","8","936","354","8.922325","254","252","3539.538574","1301.609741","2","1","211.703667","254.970859","11862.44416","383.0885","255","1171463392","4098359544","255","0.237883","0.120464","0.117419","94","44","1","0","1","1","1","1","1","1","0","0","1","1","1","0","Exploits","1"
"359","2.141633","tcp","-","FIN","12","10","3026","792","9.805601","254","252","10362.18652","2663.388184","3","2","194.638273","222.069437","13126.89504","314.952719","255","3739081673","2441385231","255","0.277098","0.143007","0.134091","252","79","0","0","2","1","1","1","1","2","0","0","0","1","3","0","Fuzzers","1"
"360","28.213135","ospf","-","INT","20","0","1280","0","0.673445","254","0","344.803925","0","0","0","1484.90175","0","1831.332375","0","0","0","0","0","0","0","0","64","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","DoS","1"
"361","28.213135","ospf","-","INT","20","0","1280","0","0.673445","254","0","344.803925","0","0","0","1484.90175","0","1831.332375","0","0","0","0","0","0","0","0","64","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","DoS","1"
"362","28.213135","ospf","-","INT","20","0","1280","0","0.673445","254","0","344.803925","0","0","0","1484.90175","0","1831.332375","0","0","0","0","0","0","0","0","64","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","DoS","1"
"363","28.213135","ospf","-","INT","20","0","1280","0","0.673445","254","0","344.803925","0","0","0","1484.90175","0","1831.332375","0","0","0","0","0","0","0","0","64","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"364","28.213135","ospf","-","INT","20","0","1280","0","0.673445","254","0","344.803925","0","0","0","1484.90175","0","1831.332375","0","0","0","0","0","0","0","0","64","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"365","28.213135","ospf","-","INT","20","0","1280","0","0.673445","254","0","344.803925","0","0","0","1484.90175","0","1831.332375","0","0","0","0","0","0","0","0","64","0","0","0","1","2","1","1","1","1","0","0","0","1","1","0","Exploits","1"
"366","0.803314","tcp","smtp","FIN","48","24","41302","2104","88.383873","62","252","402751.625","20086.79102","21","8","17.091787","34.078086","1234.990701","43.185934","255","1553329816","3565121951","255","0.05179","0.007336","0.044454","860","88","0","0","1","1","1","1","1","1","0","0","0","1","1","0","Exploits","1"
